pair_id,role,is_pair,designated_target,scored_target,phase_bin,source_terminal_index,donor_terminal_index,relation_value,relation_velocity,target,mu_temporal,mu_cross,temporal_residual,cross_residual,disagreement,temporal_residual_tail,temporal_residual_reliability_feature,temporal_residual_reliability_stratum,cross_residual_tail,cross_residual_reliability_feature,cross_residual_reliability_stratum,disagreement_tail,disagreement_reliability_feature,disagreement_reliability_stratum,temporal_residual_tail_exceeds,cross_residual_tail_exceeds,disagreement_tail_exceeds
target_0_phase_0_pair_02,target_spike,True,0,0,0,1103,523,0.4713967442512512,0.028860805556178093,-4.675323009490967,-1.51593816280365,-1.933898687362671,9.98171260947744,7.515407313956587,0.174691000089652,4.543294782270004,0.50023627627189,0.0,4.983606621708336,0.6602606886047856,0.0,0.6834852696482084,0.828360132439528,0.0,True,True,False
target_0_phase_0_pair_03,coherent_control,True,0,0,0,1519,523,0.9994645714759827,0.0010707294568419456,0.3309764862060547,0.737235963344574,0.2803645730018616,0.16504676276486308,0.0025615657581887774,0.20873146731368308,0.6988129180956226,0.5655291130931815,1.0,0.1961148789262905,0.6472691499440937,0.0,0.8060875917405407,0.859523432039703,0.0,False,False,False
target_0_phase_0_pair_03,unsupported_target_break,True,0,0,0,1519,523,0.9994645714759827,0.0010707294568419456,0.3309764862060547,0.737235963344574,2.573878288269043,0.16504676276486308,5.0306084936974,3.3732550297039587,0.6988129180956226,0.5655291130931815,1.0,4.624972813284271,0.7735475082279238,2.0,5.37989735354046,0.9582269695858026,2.0,False,True,True
target_0_phase_0_pair_03,target_omission_break,True,0,0,0,1519,523,0.9994645714759827,0.0010707294568419456,3.0041472911834717,1.4209409952163696,0.2803645730018616,2.506542175589871,7.4189922958648005,1.3009145749116477,5.084505142662711,0.6021534080520328,2.0,4.983606621708336,0.6472691499440937,0.0,3.0481787489265337,0.8840509483610249,1.0,True,True,True
target_0_phase_0_pair_03,target_spike,True,0,0,0,1519,523,0.9994645714759827,0.0010707294568419456,3.3543736934661865,0.737235963344574,0.2803645730018616,6.8494098984261065,9.449532072697853,0.20873146731368308,5.176149732573829,0.5655291130931815,1.0,4.983606621708336,0.6472691499440937,0.0,0.8060875917405407,0.859523432039703,0.0,True,True,False
target_0_phase_0_drift_00,normal_relation_drift_control,False,0,0,0,128,-1,-4.898587410340671e-16,0.03272492438554764,0.4774329662322998,1.0041574239730835,0.7676977515220642,0.2774386543823226,0.08425364557931303,0.05591317669564333,0.9420432279765697,0.5158436014986013,1.0,0.9873866535578852,0.829532901401898,2.0,0.3692620594442038,0.9768415714512251,2.0,False,False,False
target_0_phase_0_drift_01,normal_relation_drift_control,False,0,0,0,320,-1,-7.347880586115415e-16,0.03272492438554764,-1.0331579446792603,-0.1901221126317978,-0.7936676144599915,0.7107094141159573,0.057355618268534414,0.3642671727770461,1.8803128665695,0.5545294642784012,1.0,0.9047963524484199,0.7409839642636267,1.0,1.1587808101345625,0.9255053549541085,1.0,False,False,False
target_0_phase_0_drift_02,normal_relation_drift_control,False,0,0,0,1088,-1,-1.7145055406796758e-15,0.03272492438554764,-0.7508401870727539,-0.3325325846672058,-0.8263049721717834,0.1749812502302781,0.005694933790042711,0.24381117066197078,0.7603724864077321,0.6138143597373819,2.0,0.2682639865946794,0.8153803166708565,2.0,0.9255500572869518,1.0205944978462693,2.0,False,False,False
target_0_phase_0_drift_03,normal_relation_drift_control,False,0,0,0,1472,-1,-2.204364281713743e-15,0.03272492438554764,2.00295090675354,1.1947238445281982,1.605259656906128,0.6532309841134065,0.15815833020519676,0.1685396532448067,1.978345424808467,0.4750056075489081,0.0,1.785995764511305,0.6862678186783641,1.0,0.6834852696482084,0.8346219779975047,0.0,False,False,False
target_0_phase_1_pair_00,coherent_control,True,0,0,1,24,1368,0.258819043636322,0.03160984814167023,1.0571966171264648,0.5536727905273438,1.0853140354156494,0.25353624395302177,0.000790589211248971,0.2826424132663874,1.2474579162656747,0.47094414612981655,0.0,0.10080469912196564,0.6377921179891547,0.0,1.0512100497735257,0.7928222843380689,0.0,False,False,False
target_0_phase_1_pair_00,unsupported_target_break,True,0,0,1,24,1368,0.258819043636322,0.03160984814167023,1.0571966171264648,0.5536727905273438,-2.4639437198638916,0.25353624395302177,12.398429272780561,9.106009403785777,1.2474579162656747,0.47094414612981655,0.0,4.983606621708336,0.6504925198075479,0.0,4.634728988229636,0.8030746584842003,0.0,False,True,True
target_0_phase_1_pair_00,target_omission_break,True,0,0,1,24,1368,0.258819043636322,0.03160984814167023,-2.774169921875,-1.1495468616485596,1.0853140354156494,2.6394000878195243,14.895616416583891,4.994603229226641,4.07753744390572,0.5761667696584788,1.0,4.983606621708336,0.6377921179891547,0.0,4.634728988229636,0.859503887267404,0.0,True,True,True
target_0_phase_1_pair_00,target_spike,True,0,0,1,24,1368,0.258819043636322,0.03160984814167023,4.080594062805176,0.5536727905273438,1.0853140354156494,12.439173660845881,8.971702442478602,0.2826424132663874,4.543294782270004,0.47094414612981655,0.0,4.983606621708336,0.6377921179891547,0.0,1.0512100497735257,0.7928222843380689,0.0,True,True,False
target_0_phase_1_pair_01,coherent_control,True,0,0,1,576,965,0.8660253882408142,0.01636246219277382,0.2590119540691376,-0.4630807638168335,-0.1577254980802536,0.5214178932239486,0.1736701040239661,0.09324183831305732,1.5385635728474434,0.5621665386711167,1.0,1.9390841839849136,0.6366261151444957,0.0,0.415221283053529,0.8493079698704333,0.0,False,False,False
target_0_phase_1_pair_01,unsupported_target_break,True,0,0,1,576,965,0.8660253882408142,0.01636246219277382,0.2590119540691376,-0.4630807638168335,-2.9123764038085938,0.5214178932239486,10.057704116482412,5.9990491320826465,1.5385635728474434,0.5621665386711167,1.0,5.846438775057725,0.6887463588544486,1.0,5.6131281063880705,0.889045985333,1.0,False,True,True
target_0_phase_1_pair_01,target_omission_break,True,0,0,1,576,965,0.8660253882408142,0.01636246219277382,-3.142965316772461,-2.1333398818969727,-0.1577254980802536,1.0193435187475188,8.911656775105483,3.9030521935435143,2.558776498354456,0.6891176967967311,2.0,4.983606621708336,0.6366261151444957,0.0,5.6131281063880705,0.9381769611978351,1.0,False,True,True
